time_start,time_end,time_peak,date_start,date_end,date_peak,index_start,index_end,index_peak,duration,duration_moderate,duration_strong,duration_severe,duration_extreme,intensity_max,intensity_mean,intensity_var,intensity_cumulative,intensity_max_relThresh,intensity_mean_relThresh,intensity_var_relThresh,intensity_cumulative_relThresh,intensity_max_abs,intensity_mean_abs,intensity_var_abs,intensity_cumulative_abs,category,rate_onset,rate_decline,n_events
723574,723606,723582,1982-01-29,1982-03-02,1982-02-06,28,60,36,33,5,22,4,0,1.6875314481169301,1.1921175297843822,0.3333301132908349,39.339878482884615,1.1370322996570232,0.6730009331148517,0.31966614470081184,22.209030792790106,6.19000005722046,5.413939360416299,0.5802399424587376,178.65999889373785,Severe,0.11745562970664339,0.04410228788970614,160
723612,723642,723616,1982-03-08,1982-04-07,1982-03-12,66,96,70,31,21,7,0,2,3.087795091263373,1.0815807886583801,0.5173480946864395,33.529004448409786,2.5799352568964764,0.5354671918886876,0.5198006254711459,16.599482948549316,6.73999977111816,4.861290301046064,0.5282151376615943,150.69999933242798,Extreme,0.6081545336706361,0.08864736978279018,160
723648,723668,723655,1982-04-13,1982-05-03,1982-04-20,102,122,109,21,16,5,0,0,1.3223287831689081,0.9893116953667221,0.17349492839098954,20.775545602701165,0.774000047868296,0.4464270131745455,0.1750956630617261,9.374967276665455,5.96000003814697,5.831904729207356,0.40879171760682076,122.46999931335446,Strong,0.10136058844548804,0.08739709986291896,160
723682,723700,723697,1982-05-17,1982-06-04,1982-06-01,136,154,151,19,4,8,6,1,2.6307432919895035,1.5872090087616195,0.5720923624980504,30.156971166470772,2.003806852525255,0.9923259526238198,0.5590447097823692,18.854193099852576,10.6000003814697,8.9905262746309,0.9560912109445212,170.8199992179871,Extreme,0.1299703042408129,0.4978986607391952,160
723850,723858,723857,1982-11-01,1982-11-09,1982-11-08,304,312,311,9,9,0,0,0,1.0832826224419652,0.9228777431511335,0.0965501697121648,8.305899688360201,0.38129078034431174,0.20948408393449824,0.1049212905901088,1.8853567554104842,11.5600004196167,11.604444609747999,0.10985952241969936,104.44000148773199,Moderate,0.07989399554744807,0.3124010472960303,160
723900,723968,723937,1982-12-21,1983-02-27,1983-01-27,354,422,391,69,20,29,19,0,2.2274198893882584,1.4402788266170468,0.39950679661855093,99.37923903657622,1.6231610759612058,0.8464099636809074,0.4116079286060261,58.40228749398261,7.21999979019165,6.75144923251608,1.0944911681651859,465.84999704360956,Severe,0.04063727354368974,0.05438246144822209,160
723972,723976,723975,1983-03-03,1983-03-07,1983-03-06,426,430,429,5,0,5,0,0,1.4163773211063906,1.354962131337785,0.05897693142953151,6.774810656688926,0.9361936953759962,0.8775097800839344,0.06042191665412938,4.387548900419672,5.09000015258789,5.038000106811524,0.06144927499358335,25.19000053405762,Strong,0.16267197621443152,0.3601851034684935,160
723988,724013,724009,1983-03-19,1983-04-13,1983-04-09,442,467,463,26,19,6,0,0,1.6398340290278837,0.9559214592053764,0.30425393497706565,24.853957939339786,1.0691615135438983,0.3907568100960021,0.29932977052394183,10.159677062496055,5.78000020980835,4.882692300356352,0.4440856150650365,126.94999980926514,Strong,0.05463885088544969,0.21546378019928852,160
724027,724046,724039,1983-04-27,1983-05-16,1983-05-09,481,500,493,20,18,1,0,0,1.1858817637885517,0.7675327815048795,0.15473317370280026,15.35065563009759,0.6393549549964179,0.22142258244176255,0.15811012768355112,4.428451648835251,7.13000011444092,6.53199999332428,0.4417646697609037,130.6399998664856,Strong,0.04929938370647811,0.13529038431411575,160
724077,724085,724080,1983-06-16,1983-06-24,1983-06-19,531,539,534,9,2,3,2,2,3.2105257897119586,2.1516941829226983,0.684408899892585,19.365247646304283,2.469806671142617,1.4121075490042363,0.6846027733697474,12.708967941038127,13.3000001907349,12.369999991522898,0.6307314909376371,111.32999992370608,Extreme,0.7111924794824908,0.5401684755779953,160
724092,724097,724093,1983-07-01,1983-07-06,1983-07-02,546,551,547,6,2,4,0,0,1.9738737419769024,1.652993189092493,0.33724263030067486,9.917959134554957,1.2510966085618893,0.9292902505526129,0.33698790128782036,5.575741503315678,13.7399997711182,13.604999860127784,0.3424785798515603,81.6299991607667,Strong,0.6753331828297213,0.31811890853616476,160
724216,724226,724225,1983-11-02,1983-11-12,1983-11-11,670,680,679,11,11,0,0,0,1.3351865123470361,1.1124823950856688,0.1924459579916385,12.237306345942358,0.6441932124475755,0.40676248220403416,0.2012216378693202,4.474387304244376,11.6099996566772,11.658181797374374,0.15194588775900733,128.2399997711181,Moderate,0.06388157782686932,0.29721656676163616,160
724242,724246,724244,1983-11-28,1983-12-02,1983-11-30,696,700,698,5,2,2,1,0,1.9041592547907893,1.4665923735586166,0.43302965331697657,7.332961867793083,1.2846454312724607,0.8469935349495209,0.43357143944531484,4.234967674747605,10.9300003051758,10.4920000076294,0.4483479428962117,52.460000038147,Severe,0.49815707228598,0.5507565701722339,160
724252,724275,724260,1983-12-08,1983-12-31,1983-12-16,706,729,714,24,14,7,2,0,2.227485603001778,1.2455196507730644,0.3809553093273155,29.892471618553547,1.5955807978107188,0.6053884372275373,0.3810569970381243,14.529322493460896,10.0900001525879,8.82833331823349,0.6402517290963592,211.87999963760376,Severe,0.16876660103447422,0.11006338032686899,160
724307,724342,724334,1984-02-01,1984-03-07,1984-02-28,761,796,788,36,12,13,5,4,2.4392185447197967,1.2427328206395392,0.512175518869432,44.73838154302341,1.9683223893565556,0.7369193398824302,0.5200655038224143,26.529096235767486,6.19999980926514,5.324999994701809,0.5608004773224108,191.69999980926514,Extreme,0.06753447020972013,0.25271985855927376,160
