thresh,seas,missing
22.947774284116687,21.63697513270728,False
22.984032317130804,21.667744362386518,False
23.021000056112975,21.698764738206304,False
23.057129103137605,21.729681346171557,False
23.093258113245813,21.760303947510334,False
23.12570973057901,21.790146038669192,False
23.156871008103895,21.819016628205652,False
23.18564518344018,21.846971359527373,False
23.21364515981367,21.874318526949978,False
23.240677421323717,21.90128671829747,False
23.264870969710813,21.927693212754765,False
23.28835482443533,21.953580794579477,False
23.309645129788315,21.979452138085485,False
23.33164514110935,22.005516200712705,False
23.352161247499534,22.03203761913346,False
23.370064440081208,22.05871896355177,False
23.389419260332673,22.08574156200028,False
23.410709577991124,22.11330242518764,False
23.43635477250623,22.14108957083066,False
23.464548338613216,22.169102453658663,False
23.494322524532212,22.197441885870948,False
23.525999930597134,22.226216229525477,False
23.5593547328826,22.255487602934352,False
23.59664503528227,22.285194346918917,False
23.63741923916725,22.314905602624158,False
23.67870958389776,22.3445273780206,False
23.7189676592427,22.374397292174077,False
23.75638700915922,22.404413081423773,False
23.79096764595279,22.434151406735975,False
23.82554828274636,22.463194943557188,False
23.85793538247387,22.491256451264327,False
23.888580568375136,22.51825171365299,False
23.914128974176233,22.544725884063876,False
23.938322522563332,22.57068422645794,False
23.960774107902292,22.59662301834924,False
23.983677353397507,22.622850554053407,False
24.008645113052875,22.649266825769974,False
24.03483864568896,22.675650764635712,False
24.062064460016078,22.70210087411394,False
24.09161284662063,22.729054028543818,False
24.12283867866763,22.756679413865243,False
24.15599994044151,22.78491086075652,False
24.188516075380395,22.8132693849118,False
24.22032252896217,22.84136021966387,False
24.250612868032153,22.86886078444215,False
24.28093546590498,22.89573573800834,False
24.31377420117779,22.922472335152253,False
24.344677469807298,22.949122458653783,False
24.374161338806157,22.97570866769001,False
24.39996776580811,23.001917404701445,False
24.42261290396414,23.027196749053207,False
24.443064505054107,23.05112411180057,False
24.461322556772544,23.07397019030394,False
24.47796772987612,23.096089145887866,False
24.49016126201999,23.117698288365446,False
24.497258014063682,23.138666780562016,False
24.50241929946407,23.15870738343212,False
24.506935408807568,23.17747571090261,False
24.51209669420795,23.194537144207814,False
24.52158059766215,23.225107865061418,False
24.52538707487044,23.239773630620803,False
24.529516090885277,23.25402583168076,False
24.535903161571863,23.2677020498824,False
24.542419255164354,23.280814315620347,False
24.551645088195794,23.29289041389082,False
24.559451546207544,23.303427299455333,False
24.56577408698297,23.312688901089338,False
24.570935372383364,23.320847411399154,False
