duration,intensity_
33,1.6875314481169301
31,3.087795091263373
21,1.3223287831689081
19,2.6307432919895035
9,1.0832826224419652
69,2.2274198893882584
5,1.4163773211063906
26,1.6398340290278837
20,1.1858817637885517
9,3.2105257897119586
6,1.9738737419769024
11,1.3351865123470361
5,1.9041592547907893
24,2.227485603001778
36,2.4392185447197967
16,1.7887848695065438
8,2.3261425643049574
12,1.8064082876632988
5,1.5441586444391877
37,1.8480359201593428
6,1.2111431278943252
5,0.8581193475555096
23,1.2931077886016746
7,1.2974213980375287
6,1.1246389212917807
5,2.3150520714810705
13,2.20103696066864
8,1.2718645145018659
5,1.2974213980375287
10,2.458735995368319
10,2.4571296273429866
8,1.8188817835058462
5,1.8450342110650304
12,0.912985355771212
12,1.5850520524075806
5,1.8492476134670088
57,2.8944745575434556
11,1.8372923838965693
20,2.0071298180777877
6,1.6781303480483771
6,1.910156891017735
6,1.0329814819126484
26,2.4899411543534455
38,3.637821657387459
7,1.7326631647848636
9,1.6162421608143749
6,1.0811430134534152
5,1.0713557572246168
6,0.953914539523931
11,1.5058814586127722
16,3.515017893002563
15,1.9991812195058358
44,2.908684769109886
27,1.6509184865667113
66,2.1334533262767756
32,2.086262179201767
15,2.717872443956777
5,1.670743253842554
7,1.1192471175563075
6,2.009003689848612
8,2.4248980380814835
7,1.8932005494095847
28,1.4215762065681687
5,0.9029813674717286
5,0.9843207756346599
15,2.0094470958824777
22,1.2794217270239407
6,1.3740419792550131
21,2.848914340327756
12,1.58503398218323
7,1.467012257672419
6,1.7335592288255448
11,1.7917138950942153
10,2.393141927445946
8,0.9911428608655157
8,1.131355700004157
5,1.3555616082548951
5,0.854783713096035
5,1.1764936365394352
57,2.632637993842464
7,1.2240640797985476
11,1.5936516681751076
7,1.5890036135547128
17,1.9965974822941828
16,2.685565470250795
14,2.6483570827166076
21,1.4435239735290306
15,1.681017366690119
19,2.0494503004137368
9,1.1797850609220113
35,4.063651935203907
14,3.1202042992199654
37,1.361478373846376
5,1.0371572328999807
6,0.9741452307716925
13,1.1568367409342146
6,1.8817967441496268
8,1.2438924651601457
16,1.9965974822941828
5,2.1978211233298595
5,2.1086855320493854
12,1.9133922928428042
17,2.765596470014213
5,1.102197712494414
8,1.6017345197846335
184,4.654539441191099
266,4.2740865485526385
31,1.5629849743014828
26,2.7080400004065304
20,2.190742757931904
37,2.8674248429615083
9,1.8964518568499127
6,1.558257452553649
14,3.0305370235722418
43,2.1814780686706765
5,0.8175689087872566
8,1.1566752320761537
5,1.2109536049249283
23,1.7009286392280973
5,0.7678696884903822
22,2.1189859826113526
10,2.665508910456694
6,1.7770708732940115
6,1.4749163177212186
9,1.9116169539902437
11,2.0081065295020277
144,3.1653416783695913
8,1.4983908956737224
7,1.8264521620257117
52,3.78503474512263
54,2.2098239629338465
42,2.920895162494853
90,2.221482044691893
71,3.555017854855663
37,3.9891809906240354
109,4.309762613801459
38,3.0172216755579697
12,1.2360892533019028
9,1.513651744469108
173,4.559320174011433
66,2.9978721769279684
10,1.5972640057759122
5,1.6531942201759637
32,4.647986261887118
59,3.948107063559627
33,1.655391193259053
5,0.7888322593986739
22,1.449011915276328
10,0.8994789697396266
6,2.910690884023987
16,2.2116180983994447
89,1.9644670251240992
5,1.2117702153442593
22,1.6686516421586512
5,1.102758176224211
5,1.2471295891959766
16,5.014431154829223
49,4.300738853479237
16,2.5365098947079776
63,2.2115663585379846
