thresh,seas,missing
14.978903176707602,13.992691219625414,False
14.927806402021837,13.955087640182326,False
14.877806420480049,13.918498422560713,False
14.827806414327314,13.882611513323107,False
14.779419317553122,13.847433680193944,False
14.731354808807373,13.813343898889784,False
14.684838667223532,13.78028727774128,False
14.639677389206428,13.748193887157532,False
14.596516120049266,13.717233663884514,False
14.556645156491191,13.687442701472518,False
14.517548379590439,13.658433000691923,False
14.478483861492531,13.630050265540785,False
14.440870958758943,13.602481424256421,False
14.404096738753784,13.575886094878124,False
14.368354785057813,13.55036137758135,False
14.333064454601665,13.525760959536466,False
14.298935410284235,13.502205057241175,False
14.26454831400226,13.479246439943406,False
14.230096706267334,13.456755433025924,False
14.195387028109648,13.43479056480456,False
14.16232251198062,13.41351229216391,False
14.131548321631655,13.393059626406535,False
14.103806397222709,13.37350477262658,False
14.078967703542405,13.354798854782272,False
14.054709637549621,13.33685164111334,False
14.030580606768213,13.319610495237095,False
14.007677379731215,13.303280695998334,False
13.985677399173865,13.287815623502459,False
13.96438708151541,13.273229564721532,False
13.943548356333093,13.259738324844655,False
13.924516093346385,13.247082486243363,False
13.907741915795118,13.234920669510917,False
13.891677401142742,13.223535602617483,False
13.876838690234774,13.213113014263644,False
13.863032254865095,13.203692005168085,False
13.849548382912914,13.195274078879144,False
13.837290314705143,13.18770132904546,False
13.825354834525816,13.18079705098149,False
13.814064499639693,13.17466877080308,False
13.803354798593825,13.16910218722803,False
13.792903167970717,13.164135648806445,False
13.783548330491588,13.159790209804552,False
13.775741884785312,13.156380179376743,False
13.769161242823445,13.153595008350996,False
13.76287093008718,13.151248592193422,False
13.757645127081101,13.149331155580924,False
13.752870947314847,13.147931051178977,False
13.74829032036566,13.14708437196419,False
13.744741944343811,13.147161822523763,False
13.742096790190667,13.148379960215372,False
13.741064514652376,13.150617723330868,False
13.741387102680822,13.154016475460924,False
13.742354836002473,13.15856719366616,False
13.744354844862414,13.16398940583675,False
13.748225808912709,13.170491398272722,False
13.754806444721838,13.178244612415764,False
13.763709689724832,13.187059560658579,False
13.773387115232406,13.196787359732612,False
13.78467741935484,13.207503954426075,False
13.811709680864888,13.230706448966965,False
13.826032275538294,13.24296752054249,False
13.84280645308956,13.255840668526615,False
13.859903218669277,13.268998800771504,False
13.87693547279604,13.28238627358266,False
13.894032244528495,13.295905335091659,False
13.911774186165104,13.3092913038525,False
13.929193539773266,13.322691559226847,False
13.947193551832632,13.336628696669116,False
13.96500001107493,13.351109484334003,False
13.984032274061637,13.366422665604112,False
14.003064537048342,13.382429132032005,False
14.024290337101109,13.399097301788068,False
14.048354850276828,13.416324160261993,False
14.07616129229146,13.43427588507792,False
14.106000008121613,13.453313781835236,False
14.138000002214985,13.473795772342813,False
14.171483870475523,13.495760581414318,False
14.205096773947442,13.519100681427986,False
14.240580644915184,13.543359647685312,False
14.280258049503452,13.56861718538713,False
14.321225806205508,13.594633426618934,False
14.36251612017232,13.621122636098736,False
14.404774198224471,13.64821189109056,False
14.44935482394311,13.676182415155694,False
14.495032230500255,13.704895852373832,False
14.543612886244253,13.734036389396858,False
14.59167739499,13.763597258643752,False
14.640774179274036,13.793759676449028,False
14.691741918748427,13.82451687666588,False
14.74206451292961,13.856115493212206,False
14.79470967938823,13.888627712256351,False
14.84851613198557,13.922583648643778,False
14.90051614699825,13.958096844763299,False
14.954967775652483,13.99540340854706,False
15.011096800527262,14.034574774281676,False
15.069225809651034,14.075850809738236,False
15.129483887457079,14.119396940444018,False
15.194516145029374,14.164842462242076,False
15.26258061931979,14.211650492705946,False
15.331612888459235,14.260195495544659,False
15.403225818757083,14.310491006207096,False
15.475225805467172,14.362392653001953,False
15.547612897811392,14.41589592449539,False
15.620774201423885,14.471134665030466,False
15.693290359743173,14.528125416865894,False
15.76696779189571,14.58652680167059,False
15.842516185391332,14.646123765061535,False
15.92096777885191,14.707124593051917,False
16.00193549740699,14.769969920752075,False
16.08354837356075,14.835291373997723,False
16.164516122879515,14.902719001015626,False
16.247419357299798,14.972233251374737,False
16.3346451790102,15.044222123515866,False
16.42612902118313,15.118399881870193,False
16.517354823696994,15.194356721562094,False
16.60935481902091,15.271858790376346,False
16.697161280724305,15.351209870262498,False
16.787935459998344,15.432536286674535,False
16.878838649872808,15.515632761556478,False
16.973548341566513,15.600410565333899,False
17.0710967340777,15.686549374515627,False
17.17045157032628,15.774410869673824,False
17.27103221647201,15.863768717984307,False
17.377870904245682,15.954549229873804,False
17.49051605962938,16.047083256898834,False
17.60638703377016,16.141605403084657,False
17.728258009879813,16.23810589282134,False
17.853870908675646,16.336598261486042,False
17.97748382322249,16.43699227660139,False
18.098903188397795,16.539319520427266,False
18.221483808948136,16.6431453742697,False
18.34374185377551,16.74853450289812,False
18.468322520102216,16.854868814491475,False
18.594322512226718,16.96239569664217,False
18.718387037707913,17.070734669941874,False
18.84329023053569,17.179316518969877,False
18.97064504315776,17.28818109539436,False
19.097419246550523,17.397546461555546,False
19.22077412759103,17.5069779981858,False
19.344128959409645,17.616295992355525,False
19.470645092379655,17.725196661613193,False
19.59709670774398,17.833694292142056,False
19.721935395271547,17.941544505812836,False
19.847290223644627,18.048830015926992,False
19.968645071214247,18.15563729440586,False
20.090128953995247,18.261919720996293,False
20.210451519873835,18.36842998446123,False
20.337161205660916,18.474871821811895,False
20.467806391562185,18.58110010897327,False
20.605935447446758,18.687596837061044,False
20.744129008631546,18.794745494372968,False
20.880709654285056,18.90302506313529,False
21.01477415023311,19.012117474354675,False
21.14993544547788,19.121995658711015,False
21.28148384094238,19.232528779531602,False
21.418064461984944,19.34343862114065,False
21.554580577727286,19.454931964999044,False
21.690709600140977,19.567119345896963,False
21.82341928789693,19.679860904222327,False
21.958128959901874,19.7932348414125,False
22.095096698884046,19.907364473960317,False
22.231096723002775,20.022114452755314,False
22.366451571064612,20.136727579608607,False
22.50161286630938,20.25148507922885,False
22.63458063679357,20.36601173416081,False
22.767483828144687,20.480288745783458,False
22.899677387360605,20.594551470075498,False
23.02658062596475,20.708744264418076,False
23.150193528206117,20.82193547957409,False
23.27535480376213,20.934328138169437,False
23.403677417385968,21.04585531792503,False
23.52696773159889,21.155574843187743,False
23.649999975389054,21.264000286544317,False
23.77264516276698,21.37191290876562,False
23.891483872936618,21.479181121297238,False
24.009096760903635,21.58583124243807,False
24.124387076593216,21.69216479827734,False
24.238838712630734,21.797565201546284,False
24.34851610737462,21.901882817094616,False
24.4516128540039,22.005398869272444,False
24.545548334429338,22.10754038217471,False
24.63432252945438,22.20803214750914,False
24.725096708728415,22.30699221924181,False
24.816258030553012,22.40362204145745,False
24.904709625244134,22.497760699704063,False
24.99083864765782,22.589786416812537,False
25.06858059052498,22.680016509679326,False
25.14277416352303,22.768227654871648,False
25.212774165984126,22.85410178239224,False
25.28232254520539,22.93736368330343,False
25.348645117975046,23.018129908094657,False
25.41167740360383,23.096416246927774,False
25.472774173367416,23.171935460183647,False
25.530967712402354,23.245541747472046,False
25.58587091507451,23.317784022187748,False
25.638451533163757,23.388308123436467,False
25.689161202215388,23.456844105667816,False
25.737935404623713,23.523595744106537,False
25.78651605421497,23.58847506048626,False
25.83432249253796,23.651839225092676,False
25.878967629709557,23.71369275050698,False
25.917548247306584,23.773291970977336,False
25.95541922046293,23.831264002339825,False
25.989935339650803,23.887482518710197,False
26.022838531001923,23.941166258241925,False
26.054709502189397,23.991671562983633,False
26.08722563712828,24.039356353883676,False
26.11916111361596,24.084571034507256,False
26.149419193883094,24.127129123698356,False
26.175032080373455,24.167047165580165,False
26.199032075943485,24.204507127866965,False
26.22354821235903,24.239733838758944,False
26.24606431530368,24.27279722820556,False
26.264644955050564,24.303322079755528,False
26.28219333771737,24.331827982340243,False
26.299935260895765,24.358010401698156,False
26.318257842525362,24.38165278068672,False
26.32399977407148,24.401908439374054,False
26.32567717029203,24.41782617759001,False
26.32341911562028,24.429112740805003,False
26.318515851420745,24.435926034653285,False
26.310838440925853,24.437820912590684,False
26.30019326979115,24.434156725913816,False
26.28561259854225,24.42520717979687,False
26.268322298603678,24.410527880366235,False
26.247419086579356,24.389540587612466,False
26.218064252791873,24.362849106097705,False
26.18580618827574,24.331161760335505,False
26.147225521456814,24.29497031597582,False
26.10432229811146,24.254659765581856,False
26.05638682457709,24.2104617055085,False
25.99967714125111,24.162341545753808,False
25.94045133283062,24.1110429519262,False
25.879290057766827,24.057558479627467,False
25.816064280848355,24.002074608292567,False
25.75206429266161,23.945019941920126,False
25.686257811515567,23.886870456858766,False
25.619096522177426,23.827177999467626,False
25.55090300037016,23.765244772437995,False
25.482515888829397,23.700873015885854,False
25.40825784744756,23.634413883035112,False
25.332128844722636,23.5656861578381,False
25.254838537400776,23.494975577871532,False
25.17625787796513,23.422469374810635,False
25.096580480760146,23.347681045532223,False
25.014515944450135,23.270524869781564,False
24.93051594149682,23.19141741972846,False
24.842774028162808,23.110666237017984,False
24.75890306042087,23.0286563117752,False
24.67225789716167,22.9461027356644,False
24.584451466221964,22.863328090690377,False
24.490903091430663,22.780344408251693,False
24.395677258891443,22.697693834162102,False
24.300644991474766,22.615792187920846,False
24.209096650154354,22.534471788498873,False
24.118645009686862,22.453819860201214,False
24.029677261844753,22.374170262326476,False
23.94832245611375,22.295381631355678,False
23.868257953274632,22.21700355678368,False
23.791419269192602,22.13888790851446,False
23.717612789523216,22.060812865301074,False
23.64819344551332,21.982940092401595,False
23.58490315098916,21.90550720194191,False
23.51838702540244,21.828519457452717,False
23.446838649626702,21.751036186829232,False
23.373612828408522,21.672851359416637,False
23.29883864618117,21.593945425429265,False
23.219096731370495,21.51430936156919,False
23.13270962622858,21.43426198863976,False
23.043419302663494,21.35418153104948,False
22.951419288881365,21.274193562155464,False
22.86464507810531,21.194120624816744,False
22.773354757985754,21.113817595173447,False
22.679548312771697,21.032973170952744,False
22.584967705511275,20.951355004133127,False
22.48922573212654,20.869314249372724,False
22.390774142357607,20.786899781637654,False
22.289999968005763,20.704182282687402,False
22.1867741369432,20.620854211593983,False
22.083741920225084,20.536958429417005,False
21.983741907919608,20.452464106065165,False
21.88322575476862,20.36729454372115,False
21.786451561220233,20.28189564073916,False
21.69109674269154,20.195998956049387,False
21.597354815083172,20.109644343327894,False
21.50316126423498,20.023084452406998,False
21.40780644570628,19.936721568412725,False
21.310774181735137,19.850621110792936,False
21.21277416598413,19.764649234702595,False
21.11316125931279,19.67890293976984,False
21.01374190545852,19.592796466809318,False
20.912967743412146,19.506399746631015,False
20.81264514307822,19.41993309585786,False
20.710064488072554,19.333037089132635,False
20.611612910609097,19.24592903634015,False
20.5174193597609,19.15873150230664,False
20.424451631115335,19.07123169001533,False
20.331870958881993,18.983423583480107,False
20.24064515636813,18.895266578290524,False
20.154903227283107,18.806756162582477,False
20.06690324352634,18.718084831705344,False
19.98051613838442,18.62937289605921,False
19.89470969169371,18.540554936985046,False
19.812064496932496,18.451633211347126,False
19.730258018739768,18.362573130004023,False
19.64690317953787,18.27333108037296,False
19.563354836740803,18.184004814035507,False
19.479999985233437,18.094850740734636,False
19.394193538542723,18.005594404776904,False
19.310258102417,17.916429804773184,False
19.22735482492755,17.827434390924488,False
19.14477419699392,17.738479582848733,False
19.06083869934082,17.650068424780464,False
18.97400003248645,17.561948266241977,False
18.8857419906124,17.474126625978926,False
18.794387152887165,17.38660500732452,False
18.70109679929672,17.299348821495876,False
18.60806451612904,17.21238965075288,False
18.518064548123277,17.125769603699705,False
18.429032282675472,17.03979471771598,False
18.341548439764217,16.954410853731208,False
18.253806464902826,16.869843592401,False
18.1643225762152,16.785871863643052,False
18.071225824663728,16.702000894280467,False
17.979612916515727,16.618575823343793,False
17.88741934991653,16.535636503935418,False
17.796000006891074,16.453400997391626,False
17.70574191924065,16.372098644493807,False
17.61696772421561,16.291647483678823,False
17.529806407805417,16.21167455392544,False
17.4420644944714,16.13193322124405,False
17.3575483383671,16.052269338620263,False
17.26974190742739,15.972946083019512,False
17.181290300430796,15.894264228936114,False
17.093870968972485,15.816461388424237,False
17.006709683325987,15.739661630360432,False
16.92167739868164,15.663958194749018,False
16.838064470598777,15.589484927008696,False
16.75522575378418,15.516048579406396,False
16.676387036231258,15.443607043194515,False
16.59812895867132,15.372255814883106,False
16.520709616138088,15.3019753431806,False
16.44270961515365,15.232622760230866,False
16.364903197749967,15.16400181120415,False
16.29083864765783,15.096612533812007,False
16.21835474814138,15.030655844452935,False
16.14706442433019,14.966156860956877,False
16.077709613307825,14.903084546096904,False
16.00861285732638,14.841062078967488,False
15.940290251085832,14.780249306986615,False
15.87216122842604,14.720338030243026,False
15.804999920629681,14.661795029704708,False
15.739128983405323,14.604697344681867,False
15.676677386991438,14.549327826337114,False
15.616709638410997,14.495725281146505,False
15.5581290060474,14.443477744515016,False
15.498387056781398,14.392388189442855,False
15.436774127714095,14.342488949211111,False
15.37574188786168,14.293731147562879,False
15.3145160951922,14.246313296479034,False
15.254580623872817,14.200338411358704,False
15.194838674606814,14.155840328744473,False
15.136709634719352,14.112918304339942,False
15.083677393390282,14.071455036491036,False
15.031161262143039,14.03142345537566,False
14.978903176707602,13.992691219625414,False
14.927806402021837,13.955087640182326,False
14.877806420480049,13.918498422560713,False
14.827806414327314,13.882611513323107,False
14.779419317553122,13.847433680193944,False
14.731354808807373,13.813343898889784,False
14.684838667223532,13.78028727774128,False
14.639677389206428,13.748193887157532,False
14.596516120049266,13.717233663884514,False
14.556645156491191,13.687442701472518,False
14.517548379590439,13.658433000691923,False
14.478483861492531,13.630050265540785,False
14.440870958758943,13.602481424256421,False
14.404096738753784,13.575886094878124,False
14.368354785057813,13.55036137758135,False
14.333064454601665,13.525760959536466,False
14.298935410284235,13.502205057241175,False
14.26454831400226,13.479246439943406,False
14.230096706267334,13.456755433025924,False
14.195387028109648,13.43479056480456,False
14.16232251198062,13.41351229216391,False
14.131548321631655,13.393059626406535,False
14.103806397222709,13.37350477262658,False
14.078967703542405,13.354798854782272,False
14.054709637549621,13.33685164111334,False
14.030580606768213,13.319610495237095,False
14.007677379731215,13.303280695998334,False
13.985677399173865,13.287815623502459,False
13.96438708151541,13.273229564721532,False
13.943548356333093,13.259738324844655,False
13.924516093346385,13.247082486243363,False
13.907741915795118,13.234920669510917,False
13.891677401142742,13.223535602617483,False
13.876838690234774,13.213113014263644,False
13.863032254865095,13.203692005168085,False
13.849548382912914,13.195274078879144,False
13.837290314705143,13.18770132904546,False
13.825354834525816,13.18079705098149,False
13.814064499639693,13.17466877080308,False
13.803354798593825,13.16910218722803,False
13.792903167970717,13.164135648806445,False
13.783548330491588,13.159790209804552,False
13.775741884785312,13.156380179376743,False
13.769161242823445,13.153595008350996,False
13.76287093008718,13.151248592193422,False
13.757645127081101,13.149331155580924,False
13.752870947314847,13.147931051178977,False
13.74829032036566,13.14708437196419,False
13.744741944343811,13.147161822523763,False
13.742096790190667,13.148379960215372,False
13.741064514652376,13.150617723330868,False
13.741387102680822,13.154016475460924,False
13.742354836002473,13.15856719366616,False
13.744354844862414,13.16398940583675,False
13.748225808912709,13.170491398272722,False
13.754806444721838,13.178244612415764,False
13.763709689724832,13.187059560658579,False
13.773387115232406,13.196787359732612,False
13.78467741935484,13.207503954426075,False
13.811709680864888,13.230706448966965,False
13.826032275538294,13.24296752054249,False
13.84280645308956,13.255840668526615,False
13.859903218669277,13.268998800771504,False
13.87693547279604,13.28238627358266,False
13.894032244528495,13.295905335091659,False
13.911774186165104,13.3092913038525,False
13.929193539773266,13.322691559226847,False
13.947193551832632,13.336628696669116,False
13.96500001107493,13.351109484334003,False
13.984032274061637,13.366422665604112,False
14.003064537048342,13.382429132032005,False
14.024290337101109,13.399097301788068,False
14.048354850276828,13.416324160261993,False
14.07616129229146,13.43427588507792,False
14.106000008121613,13.453313781835236,False
14.138000002214985,13.473795772342813,False
14.171483870475523,13.495760581414318,False
14.205096773947442,13.519100681427986,False
14.240580644915184,13.543359647685312,False
14.280258049503452,13.56861718538713,False
14.321225806205508,13.594633426618934,False
14.36251612017232,13.621122636098736,False
14.404774198224471,13.64821189109056,False
14.44935482394311,13.676182415155694,False
14.495032230500255,13.704895852373832,False
14.543612886244253,13.734036389396858,False
14.59167739499,13.763597258643752,False
14.640774179274036,13.793759676449028,False
14.691741918748427,13.82451687666588,False
14.74206451292961,13.856115493212206,False
14.79470967938823,13.888627712256351,False
14.84851613198557,13.922583648643778,False
14.90051614699825,13.958096844763299,False
14.954967775652483,13.99540340854706,False
15.011096800527262,14.034574774281676,False
15.069225809651034,14.075850809738236,False
15.129483887457079,14.119396940444018,False
15.194516145029374,14.164842462242076,False
15.26258061931979,14.211650492705946,False
15.331612888459235,14.260195495544659,False
15.403225818757083,14.310491006207096,False
15.475225805467172,14.362392653001953,False
