precipitation,temperature,PET,spi_p3,spi_p6,spi_p12,spi_p24,spei_p3,spei_p6,spei_p12,spei_p24,pdsi,phdi,pmdi,scpdsi,zindex
4.5195312,20.330078,73.81715,-0.6170729,-0.5562916,0.18352133,0.09586014,-0.77407134,-0.56471264,0.18820328,-0.055774115,-4.0324945,-4.110207,-4.110207,-4.110207,-12.006308
9.44043,16.129883,40.618397,-0.91973686,-1.5433922,-0.1672213,-0.0049976157,-0.907539,-1.4049492,-0.14890327,-0.17192617,-3.9432092,-4.01046,-4.01046,-4.01046,-0.9708128
23.34961,9.219727,12.317557,-2.140345,-1.5608394,-0.6809153,0.06635501,-1.7166702,-1.4102087,-0.5586552,-0.08089024,-3.4421062,-3.4789605,-3.2833505,-3.4789605,0.35526627
19.379883,6.830078,6.641054,-1.2824031,-1.2400644,-0.7728597,0.09217598,-1.2329121,-1.2142769,-0.6524745,0.006752571,-3.3958113,-3.4265463,-3.4265463,-3.4265463,-0.91775614
3.6699219,13.660156,27.95736,-1.6441202,-1.4569851,-1.1872321,-0.3059453,-1.3494475,-1.249472,-0.9612832,-0.35302854,-3.7752564,-3.7973297,-3.7973297,-3.7973297,-2.1711533
0.53027344,17.370117,55.82857,-2.6566982,-3.0833087,-1.5480875,-0.55497587,-2.2950618,-2.352042,-1.3149904,-0.6026266,-3.8796852,-3.8957672,-3.8957672,-3.8957672,-1.4686877
67.799805,23.360352,109.701195,-1.7227142,-2.1646857,-1.7122076,-0.80165035,-2.1504457,-2.0745065,-1.5343199,-0.88172925,-3.5807197,-3.5943868,-3.5943868,-3.5943868,-0.29965067
97.05957,24.009766,127.59898,-0.5804729,-1.4597167,-2.0337455,-0.5708968,-1.1321532,-1.7277844,-1.8249537,-0.7171085,-3.1604633,-3.1600075,-3.0248973,-3.1600075,0.19247247
10.219727,29.55957,197.83044,-0.846428,-1.7733967,-2.2190516,-0.5885581,-1.4096872,-2.1609674,-2.0411913,-0.7753257,-4.0761757,-4.066412,-4.066412,-4.066412,-3.6956563
9.259766,30.990234,223.00517,-1.4401505,-2.0535774,-2.0808866,-0.6804865,-1.7143117,-2.4918058,-2.0762136,-0.8992021,-4.030376,-4.018799,-4.018799,-4.018799,-1.113681
53.90039,29.009766,184.05331,-1.4822487,-1.5562114,-1.936963,-0.6577699,-1.823429,-2.2207012,-1.8197036,-0.85736984,-3.5965633,-3.5815604,-3.496454,-3.5815604,0.069905944
76.549805,27.049805,142.6989,-0.43392214,-1.0103698,-2.331421,-0.87465435,-1.0768322,-1.6572851,-2.112801,-1.0587308,-3.3693118,-3.3547752,-3.3547752,-3.3547752,-0.42634636
196.7998,18.870117,63.14592,0.98756784,-0.082849406,-1.1471653,-0.6897096,0.75191087,-0.7189327,-1.5134246,-0.955122,2.4071097,3.002085,3.002085,3.002085,9.006255
105.11035,12.870117,25.157581,1.2192817,0.25726312,-0.6622803,-0.64628965,1.1626779,-0.36478353,-1.1744957,-0.9341404,2.317432,2.890241,2.890241,2.890241,0.59211224
15.469727,7.629883,8.232126,1.0147594,0.56696916,-0.67299104,-1.0295534,1.1511253,0.19613804,-1.1608684,-1.1612166,1.658661,2.1756368,1.5971624,2.1756368,-1.2507282
100.21973,6.8203125,6.620841,0.76138556,1.0668087,-0.2801751,-0.8116135,0.91322404,0.99000895,-0.9047496,-1.0425282,2.023249,2.6193204,2.6193204,2.6193204,2.003323
2.0302734,13.530273,27.394073,-0.28726408,0.7418784,-0.28361934,-1.0939475,-0.27185944,0.6432656,-0.8803359,-1.2629601,1.0736294,1.6138921,0.615865,1.6138921,-2.2069154
175.91992,12.599609,28.168985,1.3294111,1.3757168,0.51443744,-0.65038,1.342375,1.5086282,-0.047921885,-0.9731613,2.5259168,3.3968337,3.3968337,3.3968337,5.8475175
131.87012,16.769531,54.139183,1.4223108,1.3473241,0.8287911,-0.45223358,1.5764843,1.564615,0.42778563,-0.77942425,3.06483,4.043555,4.043555,4.043555,2.9897857
109.09961,22.34961,109.53456,1.6049113,1.1009964,0.8335674,-0.6637538,1.8945422,1.263081,0.5386914,-0.96757394,-0.21555969,3.4131336,3.106997,-0.21393508,-0.64180523
64.87988,27.269531,166.60307,0.4761673,1.0253404,1.0046033,-0.5892354,0.5728205,1.0760323,0.8790558,-0.8981308,-0.65304846,2.605354,1.7185402,-0.6481266,-1.3686806
77.21973,28.129883,181.43195,0.18424949,0.92096734,1.1895148,-0.32243457,0.18710074,0.9552004,1.1664169,-0.6777589,-0.36329344,2.6144876,2.0070333,-0.30388454,0.83245516
32.870117,28.820312,181.50195,-0.016755452,1.2136775,1.1420821,-0.29358253,-0.101651385,1.230104,1.1630474,-0.60274076,-0.4580313,2.2140343,1.4205043,-0.40374547,-0.3934832
25.740234,27.570312,148.61264,-0.49105817,0.033340953,0.9706189,-0.66399074,-0.72019595,-0.009389955,0.97483784,-0.96946067,-1.2375746,1.1654991,-0.52862394,-1.1826495,-2.4614694
105.799805,22.379883,90.81919,-0.4656344,-0.28042907,0.63819116,-0.31410372,-0.90075123,-0.54283965,0.4990135,-0.7785331,0.57717586,1.7652915,0.8552723,-0.34099782,2.1595163
61.799805,12.849609,25.072252,-0.26593906,-0.30254737,0.46968827,-0.1530683,-0.6963089,-0.6019212,0.35082644,-0.63280773,-0.38301775,1.2033353,-0.07126458,-0.6860061,-1.1403933
83.07031,9.799805,14.031159,0.5543549,0.110815555,0.7296123,0.051402472,0.37348974,-0.2076155,0.5882212,-0.47247553,-0.18481624,1.2773815,0.22003342,-0.41735774,0.5939692
30.030273,10.139648,15.410629,0.36423317,-0.14367892,0.47134325,0.10833955,0.28662246,-0.46854737,0.25535697,-0.47228408,-0.44491178,0.86878335,-0.38979253,-0.65139776,-0.83108366
112.25,13.94043,29.19362,0.9220754,0.3161726,0.9214827,0.4638342,0.734755,-0.07959105,0.7523388,-0.14395782,0.39263278,1.2689801,0.44615334,-0.09462237,1.4690443
66.63965,15.099609,41.423313,0.69393885,0.69377077,0.4749814,0.67622036,0.4923183,0.47799054,0.26480907,0.11264447,0.39882165,1.1964309,0.42972752,-0.026720485,0.17446736
88.88965,21.030273,87.69773,1.0350991,0.81273717,0.29815146,0.7533447,0.6909737,0.57807124,-0.09464794,0.25838992,-0.0049534226,1.0682825,0.3138737,-0.028884364,-0.014748271
66.65039,25.59961,146.27534,0.04481415,0.54659814,0.101458006,0.65938824,-0.38533822,0.15528813,-0.41268542,0.124830626,-1.1414891,-1.1543856,-1.1543856,-1.1543856,-3.385429
139.83008,26.129883,152.11903,0.38619456,0.58376324,0.4221198,1.02699,0.08257625,0.27625617,-0.026786707,0.6303128,0.75240165,0.93837583,0.93837583,0.93837583,2.8151276
50.84961,28.580078,187.67413,0.24200124,0.70879024,0.30131105,1.0991739,0.015575089,0.3632318,-0.103140764,0.80045825,0.6855886,0.85504836,0.85504836,0.85504836,0.039975632
5.7001953,29.719727,193.78264,0.20970866,0.058092292,0.19400433,0.97068334,0.0483154,-0.2312097,-0.2989497,0.6316899,-0.35927227,0.4104138,0.4104138,0.4104138,-1.0696936
59.65039,26.620117,137.91292,-0.79873985,-0.19380066,0.32314774,0.93344593,-1.0052471,-0.5702225,-0.16604078,0.60132176,-0.64096344,0.05184688,-0.6361327,0.05184688,-0.94888294
173.88965,21.009766,79.38248,0.28457138,0.2657127,0.6100752,0.8467841,-0.11652114,-0.1917728,0.12788655,0.46363148,1.8320398,2.3313792,2.3313792,2.3313792,6.8546176
2.7001953,19.139648,58.5948,0.1424978,0.13502243,0.37132344,0.5511625,-0.40653765,-0.32357588,-0.21559526,0.050699882,-1.4671148,0.6351896,-1.3440998,-1.4560575,-4.3681726
64.12988,7.7001953,8.394591,0.47905543,-0.09689972,0.282536,0.67983437,0.15069237,-0.54267585,-0.2757708,0.18834773,0.50589985,1.2007102,0.0994626,0.63094515,1.8928354
8.870117,9.379883,13.054375,-0.8374358,-0.3150429,0.20617919,0.44795573,-1.1925609,-0.7210657,-0.37870026,-0.07813431,-0.47788018,0.6027585,-1.0207802,0.091679245,-1.4228356
102.84961,10.599609,16.888905,0.42863184,0.27757865,0.16442358,0.7627801,0.43632382,-0.066065595,-0.3188955,0.28937683,0.7951756,1.5323968,1.0103058,1.0739586,2.975167
20.59961,16.019531,47.110542,-0.19868825,0.18755116,-0.0578261,0.26926613,-0.2597923,-0.08300168,-0.50071496,-0.21413532,-0.47969633,0.89847887,-0.12953547,0.4872599,-1.428243
43.929688,17.320312,58.132206,-0.08710712,-0.73873276,-0.29584143,-0.022298923,0.0016219824,-0.7564291,-0.6203145,-0.4577006,-0.39223498,0.85339385,-0.10035765,0.4845304,0.14237481
60.490234,22.79004,114.35701,-1.122079,-0.57780975,-0.28886464,-0.19224748,-0.7901079,-0.32600963,-0.49788934,-0.5948318,-0.66262805,0.12617283,-0.6489399,0.12617283,-0.9253529
103.75,26.95996,162.63759,-0.46118778,-0.495607,-0.4325918,-0.044937897,-0.20394324,-0.31404555,-0.63127214,-0.4544271,0.21267919,0.378425,0.378425,0.378425,0.79574394
55.26953,29.65039,202.73502,-0.13033253,-0.21149272,-0.38608298,-0.11075303,-0.23135331,-0.17543572,-0.58221954,-0.5644423,0.20493056,0.35710385,0.35710385,0.35710385,0.05296991
30.69043,29.830078,194.90604,0.14100988,-0.79764056,-0.28405577,-0.11525074,-0.24232183,-0.71895564,-0.55223584,-0.60822046,0.007743912,0.14557043,-0.41385502,0.14557043,-0.5242552
108.62012,24.629883,116.56802,0.27866045,-0.2624437,-0.08646631,0.13047047,-0.14115989,-0.2857692,-0.33908832,-0.3661258,0.46713188,0.70450824,0.70450824,0.70450824,1.7217946
16.469727,22.030273,87.59311,-0.56623435,-0.57950574,-0.8698501,-0.16913794,-0.7699858,-0.76853806,-0.97073287,-0.60051525,-0.84421206,-0.83784944,-0.83784944,-0.83784944,-2.5135484
51.66992,13.0,25.65212,-0.4402804,-0.315797,-0.6427836,-0.21809453,-0.52874273,-0.58996993,-0.6767847,-0.64944553,-0.400987,-0.3072188,0.44433218,-0.3072188,1.3329965
71.26953,9.379883,12.777892,-0.44334218,-0.26602486,-0.5781557,-0.24251047,-0.5922945,-0.5265383,-0.6599546,-0.661792,-0.29997265,-0.20110314,0.47303808,-0.20110314,0.22341631
37.19043,9.629883,13.806822,0.22190847,-0.30805582,-0.4489054,-0.21309775,0.15072438,-0.46392688,-0.59068614,-0.65290856,-0.45849872,-0.3683851,-0.3683851,-0.3683851,-0.5639868
33.33008,7.1396484,7.0173607,0.032890286,-0.3201968,-0.8049704,-0.4844101,0.11579369,-0.31879872,-0.77927166,-0.78255546,-0.641445,-0.55887836,-0.55887836,-0.55887836,-0.6853108
71.490234,16.169922,47.930264,-0.06922982,-0.44274026,-0.5608493,-0.48387453,-0.044642005,-0.4866716,-0.56466484,-0.7803265,-0.5338866,-0.44956917,-0.44956917,-0.44956917,0.15523419
77.37988,20.84961,86.100464,0.1025734,0.109533854,-0.4130427,-0.5241641,-0.044415094,0.022343125,-0.5992095,-0.7924232,-0.6109365,-0.5343087,-0.5343087,-0.5343087,-0.39313528
276.74023,22.480469,110.90543,1.6623787,1.2944423,0.6175271,0.21580344,1.5707761,1.1996833,0.3165402,-0.088931784,2.6172774,3.2642004,3.2642004,3.2642004,9.792602
17.719727,27.29004,166.87012,1.0007893,0.6390226,0.24388188,-0.18941137,0.798583,0.5343743,-0.03547438,-0.46045873,-1.0879791,1.8482085,0.4857718,-1.0797793,-3.2393377
53.0,27.910156,178.42598,1.0023865,0.73619413,0.2263067,-0.17158975,0.9014432,0.6393642,0.080431655,-0.43335328,-0.93058354,1.714382,0.42479688,-0.912023,0.16961695
4.7597656,29.360352,188.82451,-1.4403325,0.6412645,0.12071589,-0.17228459,-1.0656952,0.4380241,-0.041517843,-0.42958623,-1.1907259,1.1844912,-0.47969583,-1.1713941,-1.0599287
46.40039,25.70996,128.06091,-1.00572,0.2799694,-0.16917425,-0.24545304,-0.8803258,0.090820655,-0.33751938,-0.4867059,-1.4775541,0.65610176,-1.349797,-1.4571275,-1.2191606
60.299805,20.490234,75.258804,-1.1550211,0.019781744,0.023255426,-0.6397094,-1.148773,-0.12833457,-0.14999191,-0.7726052,0.024904186,0.61958313,-1.2123088,0.031059856,0.09317956
116.04004,9.730469,13.865182,0.01977627,-0.8430217,0.3076655,-0.2680317,-0.0050590537,-0.75643504,0.18811585,-0.39006153,1.3054383,2.1560142,1.6827941,1.6281087,4.8007445
40.679688,9.280273,12.493775,0.2910346,-0.3639372,0.16994001,-0.32961223,0.32904896,-0.33642447,0.04750785,-0.45431298,-0.22168739,1.7139281,0.9737702,-0.2200166,-0.6600498
27.820312,3.0097656,1.1588212,0.45286855,-0.4545433,0.1410244,-0.26341328,0.67236185,-0.39132842,0.045368746,-0.37397867,-0.3713039,1.3662429,0.436466,-0.36850548,-0.5134518
36.58008,13.509766,27.305689,-0.47360167,-0.25605667,0.1565972,-0.49063212,-0.41516408,-0.2321425,0.020990936,-0.5586444,-0.7129562,0.8484865,-0.42917892,-0.70758283,-1.1311003
58.90039,12.889648,29.568466,-0.32507414,-0.024152061,0.09195209,-0.36941367,-0.13861278,0.10741332,0.077391095,-0.39002153,-0.57213163,0.8451395,-0.298065,-0.5506547,0.2521414
33.20996,21.200195,89.21426,-0.6427245,-0.1196938,-0.12713653,-0.40541768,-0.73453414,-0.043844048,-0.16580807,-0.49003074,-1.2100037,-1.1854874,-1.1854874,-1.1854874,-2.0746503
197.75977,22.589844,112.05818,0.66276026,0.1765787,-0.4907781,0.07864477,0.6136083,0.2179472,-0.48230892,-0.07735635,1.5489022,1.9317505,1.9317505,1.9317505,5.795252
44.070312,26.030273,150.88626,0.2054311,-0.08109066,-0.32738462,-0.114703864,0.18654989,0.033924114,-0.2779642,-0.20597781,-0.6364009,1.1011758,0.14312112,-0.6316045,-1.8948135
9.629883,29.019531,193.87553,0.18672463,-0.26163766,-0.5041702,-0.25527078,0.19477454,-0.22098283,-0.42373,-0.3196994,-0.88417643,0.67679125,-0.7089826,-0.87751263,-0.9328902
38.5,29.429688,189.7758,-1.1332457,-0.22436467,-0.36156827,-0.22752212,-0.906408,-0.18679202,-0.36511254,-0.29328448,-0.9005923,-0.89380485,-0.89380485,-0.89380485,-0.32002798
74.70996,26.75,139.35046,-0.69091433,-0.3007792,-0.25716594,-0.3737811,-0.9739664,-0.46999708,-0.33776158,-0.48577508,-0.94842744,-0.9412794,-0.9412794,-0.9412794,-0.41860947
207.90039,19.299805,66.24876,0.9428551,0.7268047,0.3900492,0.24747528,0.6654965,0.50690496,0.25409955,0.079465054,2.5504022,3.1807954,3.1807954,3.1807954,9.542386
59.469727,13.230469,26.682043,0.9732398,0.14572227,0.14506401,0.2715001,0.8650755,-0.06879583,0.0024864988,0.09517317,1.8589919,2.4276857,1.8511667,2.4276857,-1.2764634
52.509766,8.280273,9.799434,1.0307375,0.47809908,0.19608136,0.20842782,1.124066,0.2338452,0.04617099,0.044088013,1.577995,2.088788,1.3585634,2.088788,-0.2665382
102.15039,9.009766,11.981385,0.70726115,1.002301,0.53574586,0.45011365,0.76078254,0.84679484,0.30386764,0.27575356,1.9209024,2.5040157,2.461239,2.5040157,1.8911185
105.759766,12.330078,22.475622,1.2303714,1.2603763,0.81796587,0.6772711,1.2014791,1.1971928,0.6519151,0.48354194,2.1087642,2.7271554,2.7271554,2.7271554,1.4431598
84.04004,11.94043,25.121878,1.4433323,1.4503665,0.9307053,0.7216915,1.4765396,1.5716262,0.7886006,0.607887,2.2577815,2.9029987,2.9029987,2.9029987,1.370221
77.91016,16.669922,53.456364,1.0344292,1.0585761,1.1705793,0.733931,1.2601019,1.2542347,1.2064887,0.722204,2.171776,2.7867582,2.7867582,2.7867582,0.5483049
37.950195,21.280273,98.670555,-0.1858973,0.6322124,0.45088756,-0.05713798,0.30388486,0.9198693,0.49403995,0.042624336,-1.0635725,1.4441653,0.06218118,-1.0555567,-3.1666698
68.87012,27.200195,165.70187,-0.72924376,0.4202057,0.53771317,0.122355536,-0.25398064,0.62649816,0.5263207,0.19125865,-1.2139937,1.0374064,-0.62993467,-1.2048442,-0.7740296
88.25,28.30957,183.90997,-0.39454314,0.31663832,0.8041978,0.22847202,-0.17580922,0.5391444,0.80034894,0.23219666,-0.78798467,1.3059127,0.11905388,-0.7053861,1.1260773
35.23047,28.019531,170.92632,0.16839749,-0.14380094,0.80809295,0.32534,0.12500277,0.28020835,0.8732887,0.36418825,-0.7995701,1.0793549,-0.18203086,-0.7247802,-0.27614647
1.0195312,28.259766,156.6423,-0.66458607,-1.0622132,0.52566767,0.17011032,-0.8370025,-0.72898215,0.53134936,0.13201216,-1.9160495,-1.8399277,-1.8399277,-1.8399277,-3.5693996
32.15039,24.089844,106.24341,-1.9176147,-1.5448179,-0.23385763,0.07013034,-2.1404538,-1.3956567,-0.3273561,-0.051271465,-2.5365207,-2.4620757,-2.4620757,-2.4620757,-2.4349816
43.969727,16.839844,44.608074,-1.8473586,-1.0899173,-0.3249644,-0.17861742,-2.3126345,-1.3440807,-0.43934372,-0.347382,0.06518832,-2.1271806,-1.9574533,0.08130118,0.24390355
83.73047,10.129883,15.057216,-0.22735849,-0.66111183,-0.16162236,-0.025953025,-0.78680056,-1.0750034,-0.34176794,-0.23273732,0.69074285,-1.1195316,0.12855469,0.86147654,2.3656483
117.58008,10.240234,15.738151,0.95142305,-0.32414165,-0.08763874,0.29037902,0.8035014,-0.84577,-0.3259708,-0.0056072394,1.2508961,1.5600852,1.5600852,1.5600852,2.3620222
75.42969,14.759766,34.193333,1.3648083,-0.08208568,-0.22932425,0.41664776,1.1615654,-0.7688497,-0.44419193,0.11976399,1.0852109,1.3628312,1.2281419,1.3628312,-0.10969572
64.38965,12.230469,26.51016,1.1506934,0.45481622,-0.34326622,0.43444875,1.0416524,0.072438866,-0.5043851,0.16342494,1.1238726,1.4100825,1.4100825,1.4100825,0.5628686
67.75,20.049805,79.399506,0.40464163,0.8779001,-0.42003325,0.55532765,0.24684817,0.62855315,-0.7073715,0.3132758,-0.19365157,1.0726519,0.672132,-0.19219206,-0.57657623
67.03027,22.839844,114.8901,-0.19374865,0.7344802,-0.23065019,0.12297983,-0.090681344,0.6345948,-0.631898,-0.06993001,-0.40207398,0.7355214,-0.10021096,-0.39904368,-0.67994213
48.94043,27.730469,172.70049,-0.7413035,0.20003706,-0.2994462,0.14175354,-0.68079823,0.087356865,-0.6869661,-0.11283806,-0.9269751,-0.9199887,-0.9199887,-0.9199887,-1.6861396
33.410156,29.469727,200.11232,-0.9566759,-0.43902183,-0.52994734,0.21148218,-0.8747965,-0.50873715,-0.8501505,-0.09137745,-0.97741127,-0.9700448,-0.9700448,-0.9700448,-0.4344448
115.87988,28.299805,174.22054,0.22849306,-0.10358552,-0.17417268,0.45043612,-0.05157704,-0.107084095,-0.6272511,0.15287806,0.49914652,0.6225226,0.6225226,0.6225226,1.8675678
108.5,23.580078,106.237305,0.94911695,0.032095823,0.27163845,0.54833764,0.8483764,-0.044379987,-0.09436229,0.32635927,0.985719,1.2293632,1.2293632,1.2293632,2.0128813
1.75,18.54004,60.656563,0.16587631,-0.57781065,0.14355658,-0.11624463,0.3521195,-0.48920736,-0.0538379,-0.25998697,-2.4234526,-2.4051876,-2.4051876,-2.4051876,-7.2155633
27.980469,11.290039,18.994865,-0.89402455,-0.5385683,0.06811801,-0.23629901,-0.47937095,-0.4356053,0.014924416,-0.33910358,-2.0457275,-1.9976786,-1.7246215,-1.9976786,0.47932434
64.38965,7.9003906,8.864104,-1.0155748,-0.13321052,-0.01571536,-0.18197455,-0.6692832,0.025125561,-0.051920235,-0.2989118,-1.8065504,-1.7564142,-1.375888,-1.7564142,0.10651072
74.01953,12.230469,22.976503,0.2832486,0.2035738,-0.2172267,-0.27228668,0.23433532,0.3437443,-0.27900788,-0.40356857,-1.511382,-1.4394447,-0.82989734,-1.4394447,0.4081765
46.51953,9.55957,13.068806,0.5253893,-0.28814995,-0.35431555,-0.47454053,0.4627106,-0.09828814,-0.2610826,-0.5149267,-1.5030233,-1.4373852,-0.9661193,-1.4373852,-0.43861023
37.200195,16.219727,48.24533,0.12874974,-0.67568094,-0.5127799,-0.66378975,-0.0424089,-0.5370521,-0.43018165,-0.69370323,-1.6652927,-1.6040257,-1.4395316,-1.6040257,-0.9440733
29.95996,19.950195,78.380005,-0.88935184,-0.3991146,-0.7567352,-0.84481084,-0.8416379,-0.40091214,-0.6368665,-0.87586474,-1.7949076,-1.7376814,-1.7376814,-1.7376814,-0.8966112
111.38965,25.25,142.05223,-0.423928,-0.06083019,-0.45633373,-0.5693702,-0.74542326,-0.27657303,-0.5472624,-0.7858951,-1.5057112,-1.4285938,-1.1634272,-1.4285938,0.39031935
12.660156,26.870117,161.44727,-1.1187357,-0.71953523,-0.59761274,-0.738468,-1.0913712,-0.83746344,-0.59770525,-0.8907317,-2.308719,-2.232324,-2.232324,-2.232324,-2.8526256
97.009766,29.950195,207.36252,-0.11426279,-0.61632174,-0.2719821,-0.672706,-0.46964797,-0.7883835,-0.31364274,-0.892336,-1.7503514,-1.6025885,-1.0030861,-1.6025885,1.1994181
49.629883,28.65039,179.22969,-0.19460875,-0.5921775,-0.59263724,-0.62181437,-0.40515688,-0.8129296,-0.6185523,-0.88011223,-1.5731013,-1.4405351,-0.7973466,-1.4405351,-0.009039701
34.63965,27.94043,152.89531,0.119771674,-0.8244332,-1.0094419,-0.54686433,-0.53896636,-1.1333784,-1.0807754,-0.84675545,-2.1589005,-2.0343525,-2.0343525,-2.0343525,-2.2265773
53.120117,22.320312,90.30494,-0.7941997,-0.71089923,-0.7633281,-0.4752271,-1.1948736,-1.1592972,-1.0496799,-0.7684303,-2.2147057,-2.1008897,-2.1008897,-2.1008897,-0.82822657
23.910156,15.629883,38.056057,-1.2613678,-1.0767695,-0.8182749,-0.5707946,-1.661879,-1.3428917,-1.1601278,-0.82645524,-2.1052077,-2.0022206,-2.0022206,-2.0022206,-0.3531676
40.05957,13.870117,29.41051,-0.7058074,-0.5450663,-0.9120141,-0.69430995,-1.1521711,-1.1123916,-1.2915914,-0.9458607,0.10769272,-1.6616802,-1.4062604,0.13431157,0.4029347
141.76953,10.1796875,15.540564,0.6375923,-0.11758953,-0.57693994,-0.6262916,0.31188205,-0.63275814,-1.0577232,-0.91235715,0.9821408,1.2249005,1.2249005,1.2249005,3.3132691
47.44043,10.480469,15.897615,0.95799387,-0.16735308,-0.56508374,-0.71886283,0.7516169,-0.6607593,-1.0467312,-0.9258356,0.7176714,0.93665767,0.5474747,0.93665767,-0.48623425
79.19043,13.44043,32.3254,1.2464522,0.26485616,-0.37207752,-0.6850237,1.2471112,0.0055994038,-0.8186242,-0.90017897,0.89821666,1.1575446,1.1575446,1.1575446,0.95208806
110.58008,20.110352,79.72662,0.72811437,0.81448305,0.02066798,-0.5252317,0.6888802,0.59252435,-0.55202204,-0.7720244,1.1317831,1.4449995,1.4449995,1.4449995,1.220046
28.94043,23.780273,125.01463,0.009948708,0.54963887,-0.36079115,-0.66818744,-0.06079503,0.38905495,-0.7842778,-0.89521646,-1.437458,-1.4266243,-1.4266243,-1.4266243,-4.279873
13.160156,29.240234,193.30501,-1.136763,0.07072871,-0.3277157,-0.7604561,-1.2618922,-0.13114655,-0.85202414,-1.0062644,-2.461292,-2.4427419,-2.4427419,-2.4427419,-3.4891796
39.84961,29.70996,203.83499,-2.069139,-0.7455135,-0.56917465,-0.7017044,-1.7930934,-0.8849716,-0.9462284,-0.9559483,-2.3124046,-2.2949767,-2.2949767,-2.2949767,-0.31151184
8.259766,29.80957,195.03282,-1.7427016,-1.1268547,-0.7909554,-1.0870885,-1.8167858,-1.3205428,-1.1698129,-1.2494113,-2.4170852,-2.3988683,-2.3988683,-2.3988683,-1.0208228
11.830078,26.519531,136.80507,-1.9559803,-2.0894423,-0.95068055,-1.5272546,-1.7639565,-1.9804738,-1.2497834,-1.5818118,-3.078901,-3.0556962,-3.0556962,-3.0556962,-2.7117343
3.6601562,23.139648,97.51406,-3.09,-3.09,-1.2578616,-1.507801,-2.7042217,-2.582861,-1.4819874,-1.6586722,-3.9379182,-3.9082391,-3.9082391,-3.9082391,-3.5018387
105.490234,16.230469,41.239273,-1.1262038,-1.9756365,-0.8412236,-1.2535399,-1.5080818,-2.0352755,-1.2598976,-1.578119,-2.6624284,-2.4207935,-1.097105,1.084897,3.2546911
48.259766,10.990234,17.913021,-0.2521111,-1.2780701,-0.7623324,-1.2593589,-0.7179454,-1.6032667,-1.1595135,-1.5958109,-2.584675,-2.366448,-1.2572318,-0.19499609,-0.58498824
31.780273,11.230469,19.158438,0.46179906,-1.1862997,-1.4206741,-1.4847443,0.14333148,-1.5408775,-1.5703452,-1.7276709,-2.6143763,-2.4163961,-1.610749,-0.46860406,-0.88107765
70.65039,11.19043,18.280083,0.14193952,-0.66564405,-1.2665352,-1.3688397,-0.032305513,-1.0249805,-1.5248878,-1.7181071,-2.2877727,-2.0960157,-1.1864493,-0.34884614,0.21447511
21.610352,17.870117,59.30808,-0.31446773,-0.44250306,-1.671438,-1.4668825,-0.6225644,-0.88648534,-1.9276316,-1.8192601,-2.6253433,-2.4490173,-2.068988,-0.881806,-1.7066731
29.379883,20.19043,80.4045,-0.75592625,-0.16920838,-2.369475,-1.4743298,-0.97222584,-0.53634727,-2.1802619,-1.8315839,-2.680025,-2.5194104,-2.4256,-1.113622,-0.96792585
235.21973,22.030273,106.22717,0.6319448,0.47420895,-0.88319623,-0.977933,0.45541874,0.29779515,-1.306999,-1.4395502,2.1064293,2.6270843,2.6270843,2.6270843,7.8812523
205.76953,25.879883,149.03508,1.6817459,1.0799272,0.08945849,-0.23721719,1.6120883,0.93570185,-0.3753052,-0.85310274,3.3587909,4.188997,4.188997,4.188997,5.497507
77.51953,28.59961,187.94748,2.1503286,1.3591006,0.24175325,-0.28811768,2.1225882,1.1803963,-0.11726496,-0.8231985,3.2072508,4.0,4.0,4.0,0.72740936
32.620117,28.719727,180.15504,1.2422488,1.2746835,0.34286457,-0.34244052,1.1369287,1.0696975,-0.03199098,-0.86853886,2.7456784,3.4577634,3.2483437,3.4577634,-0.3907095
190.78027,23.660156,107.28549,1.3469198,2.03261,1.0275118,0.14305313,1.3372277,2.0459757,0.7718599,-0.42285696,4.0261846,5.051335,5.051335,5.051335,5.849163
41.05957,21.469727,83.13089,0.50129664,1.8238522,1.1898586,0.09471158,0.42186457,2.0242124,1.0459915,-0.4486054,-3.5497127,1.0080879,-3.0080516,-3.5229595,-10.568878
24.610352,12.759766,24.700249,0.3177593,0.954719,0.90863454,0.091030344,0.30183107,0.94783646,0.7825577,-0.4296599,0.027324082,0.93833274,-2.7291763,-3.1260169,0.10223366
122.009766,8.459961,10.25805,0.03829124,0.7556008,1.1563507,0.34867927,-0.066278964,0.70543367,1.1156875,-0.15073618,1.0518187,2.1229177,-0.0638741,-1.5228039,3.8436997
7.8496094,7.5595703,8.24385,0.16505122,0.3643338,1.1177839,-0.05886902,0.18766175,0.3697939,1.1393636,-0.49274126,-0.44353858,1.4640614,-1.0115602,-1.8061508,-1.3205873
27.519531,8.269531,9.95216,0.22108372,0.28778774,0.94277364,-0.12216481,0.34479713,0.34979457,0.94026107,-0.50670856,-0.6706228,1.0425502,-1.4961854,-1.8908302,-0.81213874
28.610352,16.120117,47.742985,-1.3777432,-0.6773209,0.98409843,-0.310394,-1.049319,-0.61363214,1.0146385,-0.67472094,-1.003497,-2.0949936,-2.0949936,-2.0949936,-1.1967571
32.429688,18.429688,66.35278,-1.3586993,-0.7392131,1.0512019,-0.59218353,-0.96122587,-0.50059575,1.1688167,-0.83526045,-1.0708923,-2.048678,-2.048678,-2.048678,-0.5084058
