84.041,76.304,105.42,132.92,134.24,97.035,117.41
73.186,90.892,102.65,84.666,108.34,74.118,104.82
78.462,75.165,82.998,100.41,114.49,93.583,81
91.218,84.469,103.19,133.18,91.593,111.14,94.692
99.967,91.498,104.26,94.938,121.74,95.427,94.057
72.051,72.138,83.79,93.666,117.94,92.55,101.13
86.821,69.973,96.275,88.409,103.86,120.27,95.343
78.038,96.037,78.762,95.72,111.13,116.47,94.765
85.037,83.481,61.367,89.329,104.02,115.05,92.24
100.66,77.031,79.873,78.349,101.12,95.064,88.323
